Dokument_ID	Nachname	Vorname	Pseudonym	Gender	Titel	Untertitel_im_Text	Untertitel_im_Inhaltsverzeichnis	Jahr_ED	entstanden	Gattungslabel_ED	Gattungslabel_ED_normalisiert	Medium_ED	Medientyp_ED	Hg.	Kanon_Status	Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position)	seriell	Seiten	Medium_Zweitdruck	Jahr_Zweitdruck	Label_Zweitdruck	Medium_Drittdruck	Jahr_Drittdruck	Label_Drittdruck	in_Deutscher_Novellenschatz_(Heyse)	in_Pantheon	in_RUB_Sammlung	in_B-v-Wiese	Verantwortlich_Erfassung	falls andere Quelle	Herkunft_Prätext_lt_Paratext	Wahrheitsbeglaubigung_lt_Paratext	Bearbeitungsqualität	ist_spätere_Fassung_von	UrhGeschBis	falls_Episode_als_Ganztext_erfasst	Kontrafaktizität_annotiert
01071-02	Temme	J. D. H.		m	Der Teufel			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft30, S.478–480							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Teufel							
01071-03	Temme	J. D. H.		m	Der Teufel			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft30, S.478–480							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Teufel							
01071-04	Temme	J. D. H.		m	Der Teufel			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft30, S.478–480							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Teufel							
01071-05	Temme	J. D. H.		m	Der Teufel			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft30, S.478–480							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Teufel							
01071-06	Temme	J. D. H.		m	Der Teufel			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft30, S.478–480							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Teufel							
01071-07	Temme	J. D. H.		m	Der Teufel			1868		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft30, S.478–480							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Teufel							
01072-00	Heyse	Paul		m	Vetter Gabriel			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	Heft19–22, S.289–292, 305–309, 321–324, 337–340							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Vetter_Gabriel							
01072-01	Heyse	Paul		m	Vetter Gabriel			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	289–292							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Vetter_Gabriel							
01072-02	Heyse	Paul		m	Vetter Gabriel			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	305–309							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Vetter_Gabriel							
01072-03	Heyse	Paul		m	Vetter Gabriel			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	321–324							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Vetter_Gabriel							
01072-04	Heyse	Paul		m	Vetter Gabriel			1868		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	2		TRUE	337–340							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Vetter_Gabriel							
01073-00	Bernstein	A.		unknown	Aus vollem Menschenherzen			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft42, 43, S.666–669, 683–686							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Aus_vollem_Menschenherzen							
01073-01	Bernstein	A.		unknown	Aus vollem Menschenherzen			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	666–669							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Aus_vollem_Menschenherzen							
01073-02	Bernstein	A.		unknown	Aus vollem Menschenherzen			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	683–686							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Aus_vollem_Menschenherzen							
01074-00	Schmid	Herman		m	Die Gasselbuben			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft46–52, S.723–726, 739–742, 755–759, 771–774, 787–791, 803–806, 819–824							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Gasselbuben							
01074-01	Schmid	Herman		m	Die Gasselbuben			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	723–726							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Gasselbuben							
01074-02	Schmid	Herman		m	Die Gasselbuben			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	739–742							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Gasselbuben							
01074-03	Schmid	Herman		m	Die Gasselbuben			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	755–759							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Gasselbuben							
01074-04	Schmid	Herman		m	Die Gasselbuben			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	771–774							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Gasselbuben							
01074-05	Schmid	Herman		m	Die Gasselbuben			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	787–791							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Gasselbuben							
01074-06	Schmid	Herman		m	Die Gasselbuben			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	803–806							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Gasselbuben							
01074-07	Schmid	Herman		m	Die Gasselbuben			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	819–824							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Gasselbuben							
01075-00	o.N.	o.N.		unknown	Das Geheimniß der alten Mamsell			1869		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		FALSE	Heft8, S.128							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_der_alten_Mamsell							
01076-00	Bodenstedt	Friedrich		m	Das Mädchen von Liebenstein			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft18,19, S.273–276, 289–292							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Mädchen_von_Liebenstein							
01076-01	Bodenstedt	Friedrich		m	Das Mädchen von Liebenstein			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	273–276							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Mädchen_von_Liebenstein							
01076-02	Bodenstedt	Friedrich		m	Das Mädchen von Liebenstein			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	289–292							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Mädchen_von_Liebenstein							
01077-00	Marlitt	Eugenie John		m	Reichsgräfin Gisela			1869		Novelle	N	Die Gartenlaube	Familienblatt	Ernst Keil	0		FALSE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Reichsgräfin_Gisela							
01078-00	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	Heft27–39, S.417–420, 433–436, 449–452, 465–468, 494–496, 503–506, 513–517, 529–533, 545–548, 561–564, 578–583, 593–598, 611–616							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-01	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	417–420							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-02	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	433–436							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-03	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	449–452							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-04	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	465–468							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-05	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	494–496							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-06	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	503–506							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-07	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	513–517							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-08	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	529–533							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-09	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	545–548							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-10	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	561–564							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-11	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	578–583							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-12	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	593–598							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-13	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	611–616							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-14	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	Heft27–39, S.417–420, 433–436, 449–452, 465–468, 494–496, 503–506, 513–517, 529–533, 545–548, 561–564, 578–583, 593–598, 611–616							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-15	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	Heft27–39, S.417–420, 433–436, 449–452, 465–468, 494–496, 503–506, 513–517, 529–533, 545–548, 561–564, 578–583, 593–598, 611–616							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01078-16	Schücking	Levin		m	Verlassen und Verloren			1869		Historische Erzählung	E	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	Heft27–39, S.417–420, 433–436, 449–452, 465–468, 494–496, 503–506, 513–517, 529–533, 545–548, 561–564, 578–583, 593–598, 611–616							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Verlassen_und_Verloren							
01079-00	Gerstäcker	Friedrich		m	Zu wirthschaftlich			1869		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	1		FALSE	Heft24, S.369–373							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Zu_wirthschaftlich							
01080-00	Vacano	Emile Mario		m	Das Geheimniß des alten Kärner			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft27–28, S.441–444, 461–467							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_des_alten_Kärner							
01080-01	Vacano	Emile Mario		m	Das Geheimniß des alten Kärner			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	441–444							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_des_alten_Kärner							
01080-02	Vacano	Emile Mario		m	Das Geheimniß des alten Kärner			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	461–467							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_des_alten_Kärner							
01080-03	Vacano	Emile Mario		m	Das Geheimniß des alten Kärner			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE	Heft27–28, S.441–444, 461–467							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Geheimniß_des_alten_Kärner							
01081-00	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-01	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-02	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-03	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-04	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-05	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-06	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-07	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-08	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-09	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-10	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-11	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-12	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-13	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-14	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-15	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-16	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-17	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-18	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-19	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-20	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-21	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-22	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-23	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-24	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01081-25	Marlitt	Eugenie John		m	Das Haideprinzeßchen			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	0		TRUE								FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Das_Haideprinzeßchen							
01082-00	Bürstenbinder	Elisabeth		f	Ein Held der Feder			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	Heft14–28, S.225–228, 241–244, 261–266, 277–280, 293–297, 309–312, 325–328, 341–344, 357–360, 373–376, 389–392, 405–408, 421–424, 450–452, 474–476							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Held_der_Feder							
01082-01	Bürstenbinder	Elisabeth		f	Ein Held der Feder			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	225–228							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Held_der_Feder							
01082-02	Bürstenbinder	Elisabeth		f	Ein Held der Feder			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	241–244							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Held_der_Feder							
01082-03	Bürstenbinder	Elisabeth		f	Ein Held der Feder			1871		E_N_Rubrik	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ernst Keil	1		TRUE	261–266							FALSE	FALSE			GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Held_der_Feder							
